iter	R2	RMSE
934	0.8216674676	1.619511132
935	0.8217921855	1.618944725
936	0.8219072473	1.618421997
937	0.8220579755	1.617736978
938	0.8221201933	1.617454131
939	0.8221879665	1.617145972
940	0.8222886425	1.616688099
941	0.8223178887	1.616555063
942	0.8224284218	1.616052169
943	0.8225491745	1.615502599
944	0.8226876411	1.61487218
945	0.8227668632	1.614511382
946	0.8228979165	1.613914355
947	0.8230017668	1.613441096
948	0.823161994	1.612710649
949	0.8233349437	1.611921831
950	0.8234342887	1.611468547
951	0.8234895704	1.611216256
952	0.8236269965	1.61058891
953	0.8237265685	1.610134214
954	0.8238549615	1.609547718
955	0.8239611171	1.609062639
956	0.8240655685	1.608585206
957	0.8242095873	1.607926682
958	0.8243810789	1.607142187
959	0.8244437842	1.606855244
960	0.824553157	1.606354625
961	0.8246458186	1.605930374
962	0.8246624125	1.605854387
963	0.824844415	1.605020723
964	0.8250234642	1.604200163
965	0.8252131698	1.603330308
966	0.8253841279	1.602546012
967	0.8254455535	1.602264119
968	0.8255657678	1.60171229
969	0.8256018604	1.601546575
970	0.8256598983	1.601280063
971	0.8256850364	1.601164615
972	0.82573521	1.600934164
973	0.8258247355	1.600522886
974	0.8258858606	1.600242017
975	0.8259079574	1.600140471
976	0.8259263793	1.600055808
977	0.8260122826	1.599660954
978	0.8260390139	1.599538064
979	0.8260783116	1.599357387
980	0.8261511722	1.599022344
981	0.8262074416	1.598763547
982	0.8263101726	1.598290952
983	0.8263695173	1.598017884
984	0.8264276937	1.597750147
985	0.826521436	1.597318635
986	0.8265604253	1.597139126
987	0.8266611176	1.596675441
988	0.8267441117	1.596293153
989	0.8268730103	1.595699239
990	0.8269570937	1.595311697
991	0.8270662824	1.594808303
992	0.8271664364	1.594346422
993	0.8273278377	1.593601804
994	0.8273534852	1.593483449
995	0.8273995766	1.593270729
996	0.827481417	1.59289295
997	0.8275375943	1.592633582
998	0.8277222141	1.591780903
999	0.8278304791	1.59128066
1000	0.8279401847	1.590773601
1001	0.8279942617	1.590523598
1002	0.8281456499	1.589823506
1003	0.8282361349	1.589404913
1004	0.8282796419	1.589203606
1005	0.8283361933	1.588941904
1006	0.8284525709	1.58840321
1007	0.8285720271	1.587850075
1008	0.8286661155	1.587414269
1009	0.8287812073	1.586881015
1010	0.8288065725	1.586763466
1011	0.8288768911	1.586437547
1012	0.8290089191	1.58582543
1013	0.8290407617	1.585677764
1014	0.8291319047	1.585255024
1015	0.8292188545	1.584851628
1016	0.8292563083	1.584677832
1017	0.8293577104	1.584207204
1018	0.8294843079	1.583619443
1019	0.8295373588	1.583373076
1020	0.8296435292	1.582879907
1021	0.8297791083	1.58224991
1022	0.8299599187	1.581409346
1023	0.8300270941	1.581096942
1024	0.830129003	1.58062289
1025	0.8301569617	1.580492809
1026	0.8302610189	1.580008577
1027	0.8303935645	1.579391559
1028	0.8305743393	1.578549638
1029	0.8306513333	1.578190919
1030	0.8307525633	1.577719158
1031	0.8308641241	1.577199089
1032	0.8308988847	1.577037009
1033	0.8309381714	1.576853804
1034	0.8310184399	1.576479424
1035	0.8310911124	1.576140396
1036	0.8311790832	1.575729901
1037	0.8312997474	1.575166676
1038	0.8313229692	1.575058261
1039	0.8313957225	1.57471855
1040	0.8314241747	1.574585676
1041	0.8315103023	1.574183386
1042	0.8316298617	1.573624771
1043	0.8317387943	1.573115635
1044	0.8318027909	1.572816446
1045	0.8319122113	1.572304766
1046	0.8319969234	1.571908515
1047	0.8321049058	1.571403269
1048	0.8321893985	1.571007817
1049	0.8323491317	1.570259945
1050	0.8324262499	1.569898749
1051	0.8325511081	1.569313779
1052	0.8326210532	1.568985986
1053	0.8327117224	1.568560968
1054	0.8327518643	1.568372764
1055	0.8328846101	1.567750227
1056	0.8329791823	1.567306562
1057	0.8330566749	1.566942928
1058	0.8331467123	1.566520323
1059	0.8332482829	1.566043446
1060	0.8332990682	1.565804954
1061	0.8333292837	1.565663042
1062	0.83343654	1.565159192
1063	0.8335060222	1.564832703
1064	0.8336004222	1.56438902
1065	0.8337739158	1.563573266
1066	0.8338237788	1.563338735
1067	0.8339715943	1.562643277
1068	0.834018896	1.562420662
1069	0.8341864425	1.561631885
1070	0.8342734262	1.561222225
1071	0.8343917267	1.560664902
1072	0.8344139971	1.560559963
1073	0.8345176018	1.560071676
1074	0.8346307333	1.559538316
1075	0.8347762514	1.558852001
1076	0.8348310338	1.558593549
1077	0.8348607891	1.558453152
1078	0.8349307452	1.558123022
1079	0.8349536838	1.558014757
1080	0.8350371458	1.557620772
1081	0.8350725438	1.557453645
1082	0.835123374	1.557213625
1083	0.8352515288	1.556608314
1084	0.8353320411	1.556227912
1085	0.8353797146	1.556002621
1086	0.8354995211	1.555436308
1087	0.8355336178	1.555275099
1088	0.8356387959	1.554777712
1089	0.8356732518	1.554614735
1090	0.8357157733	1.554413584
1091	0.835799434	1.554017746
1092	0.835890972	1.553584522
1093	0.8359233437	1.553431286
1094	0.8360337097	1.552908741
1095	0.836113588	1.552530436
1096	0.8361977564	1.552131712
1097	0.8362454395	1.551905781
1098	0.8362772923	1.551754839
1099	0.8363923914	1.551209292
1100	0.8365251747	1.550579686
1101	0.8366353356	1.550057153
1102	0.8367239866	1.549636521
1103	0.836810596	1.549225466
1104	0.8368369055	1.549100578
1105	0.8368765089	1.548912565
1106	0.8368954972	1.548822412
1107	0.8369879857	1.54838322
1108	0.8370640706	1.548021828
1109	0.8371657722	1.547538629
1110	0.8372254933	1.547254816
1111	0.8373368101	1.546725664
1112	0.8373573226	1.546628136
1113	0.8375182408	1.545862832
1114	0.8375536411	1.545694423
1115	0.8376304493	1.54532896
1116	0.8377579179	1.544722259
1117	0.8377943341	1.544548889
1118	0.8379286855	1.543909098
1119	0.8380106662	1.54351857
1120	0.8380862666	1.543158348
1121	0.8381332212	1.542934575
1122	0.8382647797	1.542307432
1123	0.8383109853	1.542087108
1124	0.8384525597	1.541411837
1125	0.8384837685	1.541262939
1126	0.8384956387	1.541206303
1127	0.838519274	1.541093525
1128	0.8385998537	1.54070897
1129	0.8386731696	1.540358998
1130	0.838833555	1.539593122
1131	0.8388606206	1.53946384
1132	0.8389056249	1.539248848
1133	0.8389455171	1.539058253
1134	0.8389763384	1.538910979
1135	0.8390692978	1.538466706
1136	0.8391594347	1.538035801
1137	0.8392972312	1.537376821
1138	0.8393724906	1.537016791
1139	0.8395314198	1.536256219
1140	0.8395934304	1.53595936
1141	0.8396647342	1.53561794
1142	0.8397860711	1.535036775
1143	0.8398597053	1.534683984
1144	0.8399630715	1.534188606
1145	0.8399824369	1.53409578
1146	0.8400417838	1.533811273
1147	0.84008374	1.533610104
1148	0.8401517578	1.533283921
1149	0.8402502446	1.5328115
1150	0.84032444	1.532455503
1151	0.84045742	1.531817245
1152	0.8405636021	1.531307417
1153	0.8405937954	1.531162414
1154	0.8407270982	1.530522066
1155	0.8407645086	1.530342309
1156	0.8408632858	1.529867584
1157	0.8409398623	1.529499453
1158	0.8410230695	1.529099347
1159	0.8412437267	1.528037797
1160	0.841268996	1.527916183
1161	0.8414012123	1.527279705
1162	0.8414658446	1.526968474
1163	0.8415377093	1.526622342
1164	0.8416164349	1.526243074
1165	0.8416380505	1.526138923
1166	0.8416891622	1.525892621
1167	0.84173341	1.525679363
1168	0.8417625936	1.525538692
1169	0.8418304346	1.525211636
1170	0.842001842	1.52438498
1171	0.8420377976	1.524211519
1172	0.8421083407	1.523871138
1173	0.8421903115	1.523475521
1174	0.8423877416	1.52252224
1175	0.8424647222	1.522150381
1176	0.8424927479	1.522014979
1177	0.8425137959	1.52191328
1178	0.8427184759	1.520923967
1179	0.8427509071	1.520767153
1180	0.8428203834	1.52043116
1181	0.8428469059	1.520302876
1182	0.8428833543	1.520126565
1183	0.8430003595	1.519560438
1184	0.843055043	1.519295781
1185	0.8431351617	1.518907939
1186	0.8431612755	1.518781505
1187	0.843187198	1.518655987
1188	0.8432018884	1.518584851
1189	0.843329667	1.517965959
1190	0.8434027871	1.51761169
1191	0.8434373688	1.517444112
1192	0.8435702658	1.51679994
1193	0.8436726973	1.516303252
1194	0.8437619441	1.515870364
1195	0.8437803373	1.515781133
1196	0.8438652828	1.515368969
1197	0.8439795776	1.514814221
1198	0.8440227257	1.514604743
1199	0.844107446	1.514193352
1200	0.8441254965	1.514105687
1201	0.844192803	1.513778757
1202	0.8442680823	1.513413016
1203	0.8443302851	1.513110741
1204	0.8444182044	1.512683392
1205	0.8444653937	1.51245397
1206	0.8445325113	1.512127601
1207	0.8446439371	1.511585622
1208	0.844671447	1.511451783
1209	0.8447113674	1.511257545
1210	0.8447941393	1.510854726
1211	0.8448467024	1.510598866
1212	0.8448643078	1.510513159
1213	0.84497474	1.50997544
1214	0.8451740562	1.509004438
1215	0.8452101172	1.508828695
1216	0.845304589	1.508368188
1217	0.8454159621	1.507825115
1218	0.8454509003	1.50765471
1219	0.8455278983	1.507279099
1220	0.8455583919	1.507130319
1221	0.8455964022	1.506944844
1222	0.8456591334	1.506638692
1223	0.8457587628	1.506152334
1224	0.8458236132	1.505835672
1225	0.8458572834	1.505671235
1226	0.8459637329	1.505151244
1227	0.846055128	1.504704648
1228	0.8461690253	1.504147912
1229	0.8462830388	1.5035904
1230	0.846379335	1.503119364
1231	0.8464459836	1.502793263
1232	0.8464830112	1.502612062
1233	0.8465137414	1.502461662
1234	0.8466262812	1.50191074
1235	0.8466961257	1.501568726
1236	0.8467715459	1.50119932
1237	0.8468391345	1.500868197
1238	0.8469792359	1.500181592
1239	0.8470624924	1.499773423
1240	0.8471834646	1.499180152
1241	0.847286407	1.498675117
1242	0.8473007304	1.498604833
1243	0.8473750539	1.49824008
1244	0.8474091024	1.498072952
1245	0.8474713346	1.497767437
1246	0.8475848154	1.497210166
1247	0.8476114575	1.497079305
1248	0.847764797	1.496325904
1249	0.8477862038	1.496220696
1250	0.8478175073	1.496066836
1251	0.8478517842	1.495898343
1252	0.8478649741	1.495833501
1253	0.8478971887	1.495675121
1254	0.8479512666	1.495409215
1255	0.8481030801	1.494662481
1256	0.848194429	1.494212978
1257	0.8482668135	1.493856697
1258	0.8483765376	1.493316467
1259	0.8484817143	1.492798442
1260	0.848581822	1.492305217
1261	0.8486900856	1.491771624
1262	0.848817244	1.491144662
1263	0.8488859619	1.490805734
1264	0.8489390629	1.490543779
1265	0.8490283354	1.490103281
1266	0.8490913494	1.489792272
1267	0.8491727386	1.489390474
1268	0.8492155501	1.489179082
1269	0.8492590307	1.488964354
1270	0.8492924849	1.488799121
1271	0.8493510186	1.488509973
1272	0.849379554	1.488368992
1273	0.8494442739	1.48804919
1274	0.849477809	1.487883456
1275	0.8495434333	1.487559079
1276	0.8496058774	1.487250355
1277	0.8496452871	1.487055481
1278	0.8496886555	1.486841002
1279	0.8497590232	1.486492931
1280	0.8498201777	1.486190367
1281	0.8498866709	1.48586132
1282	0.8500363745	1.485120233
1283	0.8500701476	1.484952992
1284	0.8500789814	1.484909245
1285	0.850176032	1.484428543
1286	0.8502541378	1.484041564
1287	0.8502676781	1.483974467
1288	0.8503112984	1.483758294
1289	0.850406085	1.483288444
1290	0.8504326314	1.483156828
1291	0.8504650413	1.482996126
1292	0.8504914321	1.482865257
1293	0.85053144	1.482666839
1294	0.8505501531	1.482574023
1295	0.8506566446	1.48204572
1296	0.8506918613	1.481870969
1297	0.8507168217	1.481747099
1298	0.8508065467	1.481301738
1299	0.8508516458	1.481077832
1300	0.8509406632	1.480635785
1301	0.8509652504	1.480513665
1302	0.8510417802	1.480133492
1303	0.8510663634	1.480011351
1304	0.8511340901	1.479674799
1305	0.8512032955	1.479330821
1306	0.8512587972	1.479054897
1307	0.8513571541	1.478565795
1308	0.8514426185	1.478140672
1309	0.8514735813	1.477986624
1310	0.8515172381	1.477769394
1311	0.8515756061	1.477478913
1312	0.8516415844	1.477150489
1313	0.8516611027	1.477053317
1314	0.8516916382	1.476901284
1315	0.8517550789	1.476585369
1316	0.8517939029	1.476392004
1317	0.8518326146	1.476199173
1318	0.8519242771	1.475742483
1319	0.8519737343	1.475496014
1320	0.8520268531	1.475231252
1321	0.852059653	1.475067742
1322	0.8521459738	1.47463734
1323	0.8521655923	1.474539503
1324	0.8522969759	1.47388413
1325	0.8523539677	1.473599751
1326	0.8523956266	1.473391845
1327	0.8524601906	1.47306957
1328	0.8525552514	1.47259494
1329	0.8525903971	1.472419421
1330	0.8526468114	1.472137644
1331	0.852768687	1.471528716
1332	0.8528454194	1.471145209
1333	0.8528720863	1.471011905
1334	0.8528978836	1.470882936
1335	0.8529290658	1.470727031
1336	0.852949057	1.470627071
1337	0.8529646165	1.470549265
1338	0.8530700308	1.470022029
1339	0.8531833281	1.469455154
1340	0.8531986077	1.469378688
1341	0.8533433202	1.468654274
1342	0.8533631716	1.468554872
1343	0.853427711	1.468231658
1344	0.8534915885	1.467911689
1345	0.8535071558	1.4678337
1346	0.8535215953	1.467761358
1347	0.8536234234	1.467251094
1348	0.8536502265	1.467116753
1349	0.8536619168	1.467058156
1350	0.853754867	1.466592163
1351	0.8538842642	1.465943202
1352	0.8539182034	1.46577294
1353	0.8539437019	1.46564501
1354	0.8539773373	1.465476237
1355	0.8540790032	1.464965992
1356	0.854104231	1.46483935
1357	0.8541581043	1.464568872
1358	0.8542418141	1.464148498
1359	0.8542923417	1.4638947
1360	0.8543543812	1.463583018
1361	0.8543740241	1.463484319
1362	0.8544416742	1.463144351
1363	0.8544968566	1.46286698
1364	0.8545116613	1.462792556
1365	0.8545330297	1.462685129
1366	0.8546352053	1.462171346
1367	0.8547242532	1.461723427
1368	0.8547569724	1.461558812
1369	0.8548441556	1.46112009
1370	0.8549661667	1.460505887
1371	0.855002916	1.460320841
1372	0.8550491042	1.460088233
1373	0.8550640006	1.460013205
1374	0.8550784953	1.459940197
1375	0.8551913485	1.459371645
1376	0.8553013415	1.458817288
1377	0.8553224408	1.458710926
1378	0.8553949191	1.458345498
1379	0.8554143633	1.458247448
1380	0.8554877568	1.457877289
1381	0.8555131922	1.457748983
1382	0.8556132119	1.457244339
1383	0.8556638489	1.456988786
1384	0.855692967	1.456841813
1385	0.8558932203	1.455830641
1386	0.8559292626	1.455648572
1387	0.8560331709	1.455123548
1388	0.8560563109	1.455006601
1389	0.8560886027	1.454843386
1390	0.8561424092	1.454571388
1391	0.8561653592	1.454455357
1392	0.8561912463	1.454324466
1393	0.8562507258	1.45402368
1394	0.8562750281	1.453900766
1395	0.8563605463	1.453468157
1396	0.8564420041	1.453055968
1397	0.8565011321	1.452756698
1398	0.8565278079	1.452621662
1399	0.8566003126	1.452254568
1400	0.8566231361	1.452138994
1401	0.8566582917	1.451960953
1402	0.8566818088	1.451841841
1403	0.8567044279	1.451727269
1404	0.8568221904	1.45113062
1405	0.8569121211	1.450674817
1406	0.8569356681	1.450555448
1407	0.8569592067	1.450436112
1408	0.8570190803	1.450132521
1409	0.8570903592	1.449771016
1410	0.8571071552	1.449685818
1411	0.8571868068	1.449281719
1412	0.8572650795	1.448884505
1413	0.8573481256	1.448462948
1414	0.8573731801	1.448335743
1415	0.8574495837	1.447947762
1416	0.8574660552	1.447864106
1417	0.8574903611	1.44774065
1418	0.8575071453	1.447655393
1419	0.8575416141	1.44748029
1420	0.8575610457	1.447381567
1421	0.8576188228	1.447087989
1422	0.8576410332	1.446975117
1423	0.857712585	1.446611435
1424	0.8577350996	1.44649698
1425	0.8577733011	1.446302757
1426	0.8577775924	1.446280938
1427	0.8577959653	1.446187517
1428	0.8578269091	1.446030162
1429	0.8578836753	1.445741451
1430	0.8579034909	1.445640656
1431	0.8579808772	1.445246951
1432	0.8580696272	1.444795302
1433	0.8581317626	1.44447901
1434	0.8581475794	1.444398486
1435	0.8581860593	1.444202564
1436	0.8582081379	1.444090138
1437	0.858230489	1.443976315
1438	0.8582996931	1.443623837
1439	0.858321301	1.443513764
1440	0.8583399572	1.44341872
1441	0.8583565397	1.443334236
1442	0.8583732433	1.443249129
1443	0.8584698016	1.442757055
1444	0.8584938051	1.442634705
1445	0.858510448	1.442549866
1446	0.8585859476	1.442164939
1447	0.8586010375	1.442087992
1448	0.8587520109	1.441317919
1449	0.8588555229	1.440789695
1450	0.8588595744	1.440769017
1451	0.858875003	1.440690266
1452	0.858896088	1.440582638
1453	0.8589384429	1.440366413
1454	0.8589840173	1.440133716
1455	0.8589986586	1.440058952
1456	0.8590836816	1.439624713
1457	0.8591126915	1.43947652
1458	0.8591272298	1.439402248
1459	0.8591416367	1.439328643
1460	0.8591455136	1.439308835
1461	0.8592331018	1.43886126
1462	0.8592478739	1.43878576
1463	0.8593235001	1.438399178
1464	0.8593376912	1.438326626
1465	0.8594629667	1.437685987
1466	0.8595421812	1.43728075
1467	0.8595636875	1.437170711
1468	0.8595838854	1.437067359
1469	0.8596863399	1.436542986
1470	0.8597942055	1.435990711
1471	0.8598803737	1.435549375
1472	0.8598943097	1.435477985
1473	0.8599394114	1.435246917
1474	0.859943136	1.435227833
1475	0.8601250263	1.434295573
1476	0.8601462678	1.434186662
1477	0.8601748598	1.434040051
1478	0.860250564	1.433651789
1479	0.8602883915	1.433457745
1480	0.8603475426	1.433154264
1481	0.8604159116	1.43280341
1482	0.8605110499	1.432315038
1483	0.8605551399	1.432088656
1484	0.8605747304	1.431988056
1485	0.8605882859	1.431918442
1486	0.8606020162	1.431847928
1487	0.8606229864	1.431740224
1488	0.8607688593	1.430990794
1489	0.8607823563	1.430921432
1490	0.8607971199	1.430845558
1491	0.8608700686	1.430470594
1492	0.8608833227	1.430402457
1493	0.860967878	1.42996769
1494	0.8610406822	1.42959324
1495	0.8611412885	1.429075635
1496	0.8612269255	1.428634896
1497	0.8612401686	1.428566728
1498	0.8613247914	1.428131055
1499	0.8615042341	1.42720677
1500	0.8615173097	1.427139396
1501	0.861570428	1.426865664
1502	0.8615899235	1.426765185
1503	0.8616029712	1.426697934
1504	0.8616554582	1.426427371
1505	0.8616851643	1.426274218
1506	0.8617418098	1.425982129
1507	0.8618416951	1.425466933
1508	0.8619408127	1.424955511
1509	0.8620391753	1.424447804
1510	0.8622230522	1.423498221
1511	0.8622398802	1.423411286
1512	0.8624072844	1.422546168
1513	0.8624240085	1.422459712
1514	0.8624843177	1.422147896
1515	0.8625191476	1.421967784
1516	0.86253844	1.42186801
1517	0.8625575938	1.421768945
1518	0.862576012	1.421673679
1519	0.8625882459	1.421610397
1520	0.8626779109	1.421146501
1521	0.8627072761	1.420994542
1522	0.8627262178	1.420896515
1523	0.8627779606	1.420628699
1524	0.8628124119	1.420450355
1525	0.8628251617	1.420384347
1526	0.8628409879	1.420302408
1527	0.8629251827	1.419866416
1528	0.8629747357	1.41960975
1529	0.863077142	1.419079175
1530	0.8631417027	1.41874458
1531	0.8631602862	1.418648253
1532	0.8631799074	1.418546541
1533	0.8631925083	1.418481217
1534	0.8632752947	1.418051969
1535	0.8632878422	1.417986898
1536	0.8633152983	1.417844503
1537	0.8633277355	1.417779996
1538	0.8633530476	1.417648701
1539	0.8633755721	1.417531856
1540	0.8633878884	1.41746796
1541	0.8634585933	1.417101101
1542	0.8634708585	1.417037452
1543	0.8634830562	1.416974151
1544	0.8635244286	1.416759423
1545	0.8635533047	1.416609532
1546	0.8636209339	1.416258421
1547	0.8636495283	1.416109941
1548	0.8636907699	1.415895761
1549	0.863771844	1.415474625
1550	0.8638449805	1.415094612
1551	0.8638769565	1.414928435
1552	0.8638890107	1.414865785
1553	0.8640048616	1.414263525
1554	0.8640269638	1.414148596
1555	0.864116465	1.413683104
1556	0.8641198268	1.413665616
1557	0.8641380703	1.413570712
1558	0.8641499753	1.413508779
1559	0.8641681171	1.413414393
1560	0.8641964073	1.413267197
1561	0.8642082607	1.413205519
1562	0.8642200346	1.413144251
1563	0.8642317379	1.413083348
1564	0.8643953326	1.41223174
1565	0.8644069726	1.412171127
1566	0.8644474508	1.411960326
1567	0.8644589878	1.411900238
1568	0.8644897527	1.411739993
1569	0.8645026576	1.41167277
1570	0.8645505665	1.41142318
1571	0.8645619425	1.411363908
1572	0.8645826079	1.411256229
1573	0.8646972437	1.410658763
1574	0.8647478282	1.410395043
1575	0.8647591152	1.410336192
1576	0.8649515578	1.409332408
1577	0.8649780255	1.409194295
1578	0.8650384995	1.408878683
1579	0.8650784959	1.408669904
1580	0.8651064447	1.408523995
1581	0.8651178463	1.408464467
1582	0.8651517224	1.408287586
1583	0.8651722471	1.408180407
1584	0.8651834127	1.408122097
1585	0.8651919915	1.408077295
1586	0.8652035351	1.408017007
1587	0.8652184248	1.407939239
1588	0.8652294362	1.407881725
1589	0.8652404028	1.407824443
1590	0.8652514804	1.407766578
1591	0.86526233	1.407709902
1592	0.8652731105	1.407653585
1593	0.865329606	1.407358416
1594	0.8653472568	1.407266184
1595	0.8653626692	1.407185643
1596	0.865426312	1.406853017
1597	0.8654369919	1.406797192
1598	0.8654478064	1.40674066
1599	0.8654818576	1.406562646
1600	0.8655147333	1.406390757
1601	0.8655253198	1.406335401
1602	0.8656648137	1.405605799
1603	0.8657392185	1.40521648
1604	0.8657497521	1.405161355
1605	0.8657602199	1.405106572
1606	0.8657706296	1.405052091
1607	0.8657736447	1.405036311
1608	0.8657766088	1.405020797
1609	0.8658788984	1.404485323
1610	0.8660172237	1.40376088
1611	0.8661006908	1.403323563
1612	0.8661620396	1.403002045
1613	0.8662518908	1.402531018
1614	0.866264514	1.40246483
1615	0.8662749512	1.402410103
1616	0.8662851435	1.402356657
1617	0.8663024863	1.402265711
1618	0.8663843421	1.40183638
1619	0.8664796033	1.401336571
1620	0.8664897426	1.401283363
1621	0.8665073007	1.401191217
1622	0.866517361	1.401138418
1623	0.866527397	1.401085744
1624	0.8666627972	1.400374904
1625	0.8666838291	1.400264456
1626	0.866781053	1.399753775
1627	0.8667909809	1.399701617
1628	0.8668100559	1.399601397
1629	0.8668199565	1.399549377
1630	0.8668423641	1.399431635
1631	0.8668599125	1.399339419
1632	0.8669127536	1.399061704
1633	0.8669401341	1.398917779
1634	0.8669703403	1.398758985
1635	0.8669800234	1.398708076
1636	0.8670497227	1.398341584
1637	0.867061653	1.398278842
1638	0.8670712358	1.398228444
1639	0.8670862715	1.398149365
1640	0.8670988651	1.398083126
1641	0.8671677029	1.397721001
1642	0.8671949058	1.397577873
1643	0.8672044612	1.397527594
1644	0.8672072487	1.397512926
1645	0.867228455	1.397401334
1646	0.867237945	1.397351393
1647	0.8672548725	1.397262307
1648	0.8673324861	1.396853771
1649	0.8673742649	1.39663381
1650	0.8673836141	1.396584582
1651	0.8673863303	1.39657028
1652	0.8673956181	1.396521373
1653	0.8674472945	1.396249232
1654	0.8675869854	1.395513318
1655	0.8675962759	1.395464361
1656	0.8676136228	1.395372945
1657	0.8677104913	1.394862346
1658	0.8677131601	1.394848277
1659	0.8677520929	1.394643005
1660	0.8678924922	1.393902506
1661	0.8678951234	1.393888625
1662	0.8679939704	1.393367041
1663	0.8680119189	1.393272312
1664	0.8680485869	1.393078764
1665	0.8680578889	1.39302966
1666	0.8682115811	1.392218092
1667	0.868242328	1.392055676
1668	0.8682515776	1.392006813
1669	0.8683135586	1.39167934
1670	0.8683385418	1.391547321
1671	0.8683529457	1.391471201
1672	0.8683621246	1.39142269
1673	0.868371255	1.391374435
1674	0.8684136326	1.391150442
1675	0.8684227479	1.391102257
1676	0.8684316587	1.391055151
1677	0.8685183822	1.390596618
1678	0.8685436003	1.390463253
1679	0.8686220421	1.390048337
1680	0.8686867358	1.389706048
1681	0.8686957152	1.389658533
1682	0.8687045415	1.389611825
1683	0.8687230682	1.38951378
1684	0.8687321563	1.389465682
1685	0.8687408584	1.389419625
1686	0.8687496481	1.389373104
1687	0.8687761845	1.389232644
1688	0.8687910371	1.389154021
1689	0.8688056134	1.389076857
1690	0.8688142259	1.389031262
1691	0.8689236411	1.388451882
1692	0.8690148341	1.387968808
1693	0.8690321248	1.387877196
1694	0.8690408096	1.387831178
1695	0.8690493325	1.387786017
1696	0.8690611515	1.387723388
1697	0.8690757103	1.387646237
1698	0.8690923484	1.387558062
1699	0.8691748489	1.38712076
1700	0.8691993764	1.386990723
1701	0.8692078102	1.386946007
1702	0.8692163793	1.386900572
1703	0.8692248737	1.386855532
1704	0.8692856329	1.386533322
1705	0.8693117941	1.386394565
1706	0.8693202498	1.386349713
1707	0.869414634	1.385848973
1708	0.8694230642	1.385804239
1709	0.8694323435	1.385754998
1710	0.8694407324	1.38571048
1711	0.8694490596	1.385666289
1712	0.8694750568	1.385528315
1713	0.8694773998	1.38551588
1714	0.8694855383	1.385472683
1715	0.8695304992	1.385234022
1716	0.8695387873	1.385190023
1717	0.8695554836	1.385101382
1718	0.8695990072	1.384870289
1719	0.8697048374	1.384308212
1720	0.8697149876	1.384254291
1721	0.8697768554	1.383925585
1722	0.8697850167	1.383882218
1723	0.8698109699	1.3837443
1724	0.8698296258	1.383645152
1725	0.8699205637	1.383161756
1726	0.8700197165	1.382634499
1727	0.87003364	1.382560443
1728	0.8701240081	1.382079699
1729	0.8702518013	1.381399574
1730	0.8703863141	1.380683324
1731	0.8704133713	1.380539207
1732	0.8704213152	1.380496891
1733	0.8704806672	1.380180695
1734	0.8704885931	1.380138464
1735	0.8705660329	1.379725784
1736	0.8706033327	1.379526967
1737	0.8706111381	1.379485359
1738	0.8706133915	1.379473347
1739	0.8706156211	1.379461461
1740	0.8706948037	1.379039285
1741	0.8707026881	1.378997241
1742	0.8707174188	1.378918684
1743	0.8707436751	1.378778653
1744	0.8707513391	1.378737777
1745	0.8708864136	1.378017147
1746	0.8709119627	1.377880798
1747	0.8709197229	1.377839382
1748	0.8709701256	1.377570349
1749	0.8710600288	1.377090346
1750	0.8710914089	1.376922764
1751	0.8710990393	1.376882012
1752	0.871106708	1.376841054
1753	0.871114338	1.376800301
1754	0.871121935	1.376759724
1755	0.8711361084	1.376684017
1756	0.8711435362	1.37664434
1757	0.8712213431	1.376228651
1758	0.8712287618	1.376189009
1759	0.871355058	1.375513974
1760	0.8713627871	1.375472652
1761	0.8713792503	1.375384632
1762	0.8713865719	1.375345485
1763	0.8714368974	1.375076378
1764	0.8714442361	1.375037131
1765	0.8714516127	1.37499768
1766	0.871483665	1.374826248
1767	0.8714857359	1.374815171
1768	0.8715357038	1.374547873
1769	0.8715862698	1.374277322
1770	0.8716142024	1.374127848
1771	0.8716298013	1.374044366
1772	0.8717170749	1.373577209
1773	0.8718096074	1.373081728
1774	0.8718372503	1.372933675
1775	0.8718852375	1.372676621
1776	0.8719185366	1.372498219
1777	0.8719257983	1.372459311
1778	0.8719431165	1.372366516
1779	0.8719503419	1.372327799
1780	0.8719695852	1.372224678
1781	0.8720955837	1.371549288
1782	0.8721059664	1.371493619
1783	0.8721632938	1.371186205
1784	0.8722411048	1.370768838
1785	0.8723052253	1.370424809
1786	0.8723124752	1.370385906
1787	0.8723644644	1.370106894
1788	0.8723715963	1.370068615
1789	0.8724289704	1.36976063
1790	0.8724359495	1.369723161
1791	0.872442894	1.369685877
1792	0.8726089565	1.368794012
1793	0.8726159075	1.368756668
1794	0.8727126993	1.368236549
1795	0.8727442169	1.368067145
1796	0.8727614617	1.367974446
1797	0.8727779323	1.367885903
1798	0.8727850061	1.367847874
1799	0.8729089579	1.367181331
1800	0.8729159945	1.367143482
1801	0.8730292047	1.366534401
1802	0.8730361153	1.366497212
1803	0.8730526587	1.366408182
1804	0.8730625019	1.366355207
1805	0.8730696219	1.366316887
1806	0.8731017479	1.366143969
1807	0.873224139	1.365484999
1808	0.873231043	1.365447818
1809	0.873299384	1.365079712
1810	0.8733911943	1.364585038
1811	0.8734612751	1.364207322
1812	0.8734678926	1.364171649
1813	0.8734774444	1.364120159
1814	0.8735640595	1.363653152
1815	0.8735900889	1.363512778
1816	0.8736144802	1.363381224
